TIME,STUWVAK,VERSCHIL,Q,year
2021-01-01 00:00:00+00:00,251JE_248KA,0.2682084166666665,0.2846688687107333,2021
2021-01-02 00:00:00+00:00,251JE_248KA,0.26759370833333423,0.2818583904910947,2021
2021-01-03 00:00:00+00:00,251JE_248KA,0.2627393333333343,0.2776385934129187,2021
2021-01-04 00:00:00+00:00,251JE_248KA,0.2639793750000006,0.2757808368488367,2021
2021-01-05 00:00:00+00:00,251JE_248KA,0.2619060833333342,0.2741084135572235,2021
2021-01-06 00:00:00+00:00,251JE_248KA,0.26000012500000064,0.27310347529171963,2021
2021-01-07 00:00:00+00:00,251JE_248KA,0.25147908333333424,0.2702647814480173,2021
2021-01-08 00:00:00+00:00,251JE_248KA,0.2453855416666673,0.26857584011082986,2021
2021-01-09 00:00:00+00:00,251JE_248KA,0.2381145416666673,0.2717573166135849,2021
2021-01-10 00:00:00+00:00,251JE_248KA,0.23526041666666764,0.2691884956779249,2021
2021-01-11 00:00:00+00:00,251JE_248KA,0.2351248750000005,0.2648294864445478,2021
2021-01-12 00:00:00+00:00,251JE_248KA,0.26504179166666697,0.2873148421135981,2021
2021-01-13 00:00:00+00:00,251JE_248KA,0.2515520833333333,0.2740204953798577,2021
2021-01-14 00:00:00+00:00,251JE_248KA,0.225354,0.2241178881565967,2021
2021-01-15 00:00:00+00:00,251JE_248KA,0.24778108333333326,0.2636461722718235,2021
2021-01-16 00:00:00+00:00,251JE_248KA,0.2666251249999997,0.310334392654009,2021
2021-01-17 00:00:00+00:00,251JE_248KA,0.2635209166666663,0.3196642536176307,2021
2021-01-18 00:00:00+00:00,251JE_248KA,0.2628855416666669,0.3258877288202527,2021
2021-01-19 00:00:00+00:00,251JE_248KA,0.2928123333333333,0.3574587990947168,2021
2021-01-20 00:00:00+00:00,251JE_248KA,0.29572891666666684,0.3567773827448905,2021
2021-01-21 00:00:00+00:00,251JE_248KA,0.275374875,0.3465455777517688,2021
2021-01-22 00:00:00+00:00,251JE_248KA,0.2930936666666669,0.3888302991366348,2021
2021-01-23 00:00:00+00:00,251JE_248KA,0.2737812083333344,0.3584204008301717,2021
2021-01-24 00:00:00+00:00,251JE_248KA,0.2820728749999999,0.3700902545352219,2021
2021-01-25 00:00:00+00:00,251JE_248KA,0.2759686250000001,0.3591611374076063,2021
2021-01-26 00:00:00+00:00,251JE_248KA,0.29141658333333353,0.3877212330847699,2021
2021-01-27 00:00:00+00:00,251JE_248KA,0.28955733333333394,0.38310029131220463,2021
2021-01-28 00:00:00+00:00,251JE_248KA,0.32442720833333344,0.4649451247551802,2021
2021-01-29 00:00:00+00:00,251JE_248KA,0.35231254166666703,0.5481281729272673,2021
2021-01-30 00:00:00+00:00,251JE_248KA,0.3076877083333329,0.4144624565895487,2021
2021-01-31 00:00:00+00:00,251JE_248KA,0.2769689166666671,0.3453204930929048,2021
2021-02-01 00:00:00+00:00,251JE_248KA,0.25890624999999945,0.3030583505282893,2021
2021-02-02 00:00:00+00:00,251JE_248KA,0.2541979166666661,0.2941696777374356,2021
2021-02-03 00:00:00+00:00,251JE_248KA,0.32252083333333353,0.4438764345545461,2021
2021-02-04 00:00:00+00:00,251JE_248KA,0.3352812083333337,0.4573411700440714,2021
2021-02-05 00:00:00+00:00,251JE_248KA,0.29934379166666664,0.3714315954942336,2021
2021-02-06 00:00:00+00:00,251JE_248KA,0.26911449999999953,0.3216475374114441,2021
2021-02-07 00:00:00+00:00,251JE_248KA,0.19465645833333325,0.2689235898879845,2021
2021-02-08 00:00:00+00:00,251JE_248KA,0.1616664166666668,0.24063750006528095,2021
2021-02-09 00:00:00+00:00,251JE_248KA,0.15138554166666754,0.2598978280226973,2021
2021-02-10 00:00:00+00:00,251JE_248KA,0.18986470833333394,0.2486446238581124,2021
2021-02-11 00:00:00+00:00,251JE_248KA,0.20096870833333336,0.20133854355663536,2021
2021-02-12 00:00:00+00:00,251JE_248KA,0.1938751249999998,0.17407435887091535,2021
2021-02-13 00:00:00+00:00,251JE_248KA,0.1786770000000001,0.14104123233433702,2021
2021-02-14 00:00:00+00:00,251JE_248KA,0.17708345833333305,0.1390790141842561,2021
2021-02-15 00:00:00+00:00,251JE_248KA,0.17540629166666685,0.14020291323614625,2021
2021-02-16 00:00:00+00:00,251JE_248KA,0.2874167083333337,0.3668438061336136,2021
2021-02-17 00:00:00+00:00,251JE_248KA,0.340000125,0.4696001655481599,2021
2021-02-18 00:00:00+00:00,251JE_248KA,0.3229791666666664,0.4064601979811636,2021
2021-02-19 00:00:00+00:00,251JE_248KA,0.33604166666666685,0.5437460278168691,2021
2021-02-20 00:00:00+00:00,251JE_248KA,0.2927081249999996,0.3510211764021894,2021
2021-02-21 00:00:00+00:00,251JE_248KA,0.2667291249999999,0.27476404465670445,2021
2021-02-22 00:00:00+00:00,251JE_248KA,0.2430417083333336,0.21752434186603525,2021
2021-02-23 00:00:00+00:00,251JE_248KA,0.2346874166666666,0.186580565243322,2021
2021-02-24 00:00:00+00:00,251JE_248KA,0.24741666666666665,0.2179641722920576,2021
2021-02-25 00:00:00+00:00,251JE_248KA,0.2505938750000003,0.21301034854280654,2021
2021-02-26 00:00:00+00:00,251JE_248KA,0.2754790416666671,0.2557256546003611,2021
2021-02-27 00:00:00+00:00,251JE_248KA,0.2616979999999998,0.21909158492746336,2021
2021-02-28 00:00:00+00:00,251JE_248KA,0.2515831666666665,0.2060858971946211,2021
2021-03-01 00:00:00+00:00,251JE_248KA,0.2459791666666665,0.1981162605195286,2021
2021-03-02 00:00:00+00:00,251JE_248KA,0.2477050416666665,0.1866448934329089,2021
2021-03-03 00:00:00+00:00,251JE_248KA,0.2336363750000001,0.169899118978401,2021
2021-03-04 00:00:00+00:00,251JE_248KA,0.21510758333333332,0.15371847986052606,2021
2021-03-05 00:00:00+00:00,251JE_248KA,0.19657137499999955,0.13808706368805512,2021
2021-03-06 00:00:00+00:00,251JE_248KA,0.17803570833333313,0.12302484216403893,2021
2021-03-07 00:00:00+00:00,251JE_248KA,0.1797713750000002,0.10855451487056908,2021
2021-03-08 00:00:00+00:00,251JE_248KA,0.19675858333333326,0.09470099091843764,2021
2021-03-09 00:00:00+00:00,251JE_248KA,0.18991495833333336,0.08149301211098273,2021
2021-03-10 00:00:00+00:00,251JE_248KA,0.19941479166666687,0.06896455971463937,2021
2021-03-11 00:00:00+00:00,251JE_248KA,0.1833104166666669,0.057153821849237264,2021
2021-03-12 00:00:00+00:00,251JE_248KA,0.18770624999999988,0.046108032246325696,2021
2021-03-13 00:00:00+00:00,251JE_248KA,0.12532058333333335,0.03588455659471886,2021
2021-03-14 00:00:00+00:00,251JE_248KA,0.1087165416666666,0.026555601573805397,2021
2021-03-15 00:00:00+00:00,251JE_248KA,0.09634141666666657,0.018217421555117,2021
2021-03-16 00:00:00+00:00,251JE_248KA,0.12668529166666698,0.4558904147151192,2021
2021-03-17 00:00:00+00:00,251JE_248KA,0.17858083333333333,0.4332237148665811,2021
2021-03-18 00:00:00+00:00,251JE_248KA,0.1999348750000003,0.4109450573305886,2021
2021-03-19 00:00:00+00:00,251JE_248KA,0.19089462500000032,0.34587539885722496,2021
2021-03-20 00:00:00+00:00,251JE_248KA,0.19313020833333286,0.25417244012155404,2021
2021-03-21 00:00:00+00:00,251JE_248KA,0.19548508333333312,0.22502035857350056,2021
2021-03-22 00:00:00+00:00,251JE_248KA,0.1978399166666668,0.18458492000213586,2021
2021-03-23 00:00:00+00:00,251JE_248KA,0.20019512499999967,0.16606535024463015,2021
2021-03-24 00:00:00+00:00,251JE_248KA,0.2025498333333332,0.15004430304314234,2021
2021-03-25 00:00:00+00:00,251JE_248KA,0.2049047916666664,0.15793182358171834,2021
2021-03-26 00:00:00+00:00,251JE_248KA,0.2072596666666667,0.14776863543006447,2021
2021-03-27 00:00:00+00:00,251JE_248KA,0.209614375,0.15153133734183916,2021
2021-03-28 00:00:00+00:00,251JE_248KA,0.20874091666666655,0.13950033496883132,2021
2021-03-29 00:00:00+00:00,251JE_248KA,0.20736466666666656,0.12627143292744406,2021
2021-03-30 00:00:00+00:00,251JE_248KA,0.21549999999999966,0.12049851924011115,2021
2021-03-31 00:00:00+00:00,251JE_248KA,0.21989566666666616,0.13386696512799076,2021
2021-04-01 00:00:00+00:00,251JE_248KA,0.22802074999999966,0.15547883065430573,2021
2021-04-02 00:00:00+00:00,251JE_248KA,0.2319168750000005,0.16430198413329236,2021
2021-04-03 00:00:00+00:00,251JE_248KA,0.22964579166666715,0.18392559383872376,2021
2021-04-04 00:00:00+00:00,251JE_248KA,0.2279167083333332,0.17421758371739704,2021
2021-04-05 00:00:00+00:00,251JE_248KA,0.2280314166666666,0.1829256688162606,2021
2021-04-06 00:00:00+00:00,251JE_248KA,0.2213749583333331,0.167887987404746,2021
2021-04-07 00:00:00+00:00,251JE_248KA,0.22435420833333394,0.20879130539424676,2021
2021-04-08 00:00:00+00:00,251JE_248KA,0.2295314166666668,0.25538978444320914,2021
2021-04-09 00:00:00+00:00,251JE_248KA,0.22073945833333308,0.24034939291317145,2021
2021-04-10 00:00:00+00:00,251JE_248KA,0.22155212499999968,0.24201731948382504,2021
2021-04-11 00:00:00+00:00,251JE_248KA,0.2595936250000001,0.39337447313337504,2021
2021-04-12 00:00:00+00:00,251JE_248KA,0.25133795833333306,0.3397205474147674,2021
2021-04-13 00:00:00+00:00,251JE_248KA,0.24958387500000034,0.3307790199632047,2021
2021-04-14 00:00:00+00:00,251JE_248KA,0.2479215833333332,0.32199090535830355,2021
2021-04-15 00:00:00+00:00,251JE_248KA,0.2462598749999997,0.31328235734713883,2021
2021-04-16 00:00:00+00:00,251JE_248KA,0.2445976666666668,0.30465262805013266,2021
2021-04-17 00:00:00+00:00,251JE_248KA,0.24293566666666644,0.2961046781586753,2021
2021-04-18 00:00:00+00:00,251JE_248KA,0.2412739166666665,0.28763788707520976,2021
2021-04-19 00:00:00+00:00,251JE_248KA,0.2396118333333333,0.2792537676834665,2021
2021-04-20 00:00:00+00:00,251JE_248KA,0.2379495416666669,0.2709524991265881,2021
2021-04-21 00:00:00+00:00,251JE_248KA,0.2362874166666672,0.26273539151851777,2021
2021-04-22 00:00:00+00:00,251JE_248KA,0.2346255416666665,0.2546026906787913,2021
2021-04-23 00:00:00+00:00,251JE_248KA,0.23296366666666715,0.24655583550434684,2021
2021-04-24 00:00:00+00:00,251JE_248KA,0.2313017500000001,0.23859513862164705,2021
2021-04-25 00:00:00+00:00,251JE_248KA,0.2296395416666669,0.2307223897049468,2021
2021-04-26 00:00:00+00:00,251JE_248KA,0.22797749999999986,0.22293826492762275,2021
2021-04-27 00:00:00+00:00,251JE_248KA,0.2303919583333337,0.2354114476672116,2021
2021-04-28 00:00:00+00:00,251JE_248KA,0.22886470833333275,0.23972891138923255,2021
2021-04-29 00:00:00+00:00,251JE_248KA,0.2421042083333328,0.2906632598821354,2021
2021-04-30 00:00:00+00:00,251JE_248KA,0.24789587499999946,0.2988905934592965,2021
2021-05-01 00:00:00+00:00,251JE_248KA,0.2555414583333335,0.3283393068847889,2021
2021-05-02 00:00:00+00:00,251JE_248KA,0.2506874583333329,0.31346059097891105,2021
2021-05-03 00:00:00+00:00,251JE_248KA,0.2610832499999997,0.3491037117457945,2021
2021-05-04 00:00:00+00:00,251JE_248KA,0.2443854166666664,0.3354444170860356,2021
2021-05-05 00:00:00+00:00,251JE_248KA,0.2322292500000002,0.28213948560467395,2021
2021-05-06 00:00:00+00:00,251JE_248KA,0.23100020833333398,0.2850418132912765,2021
2021-05-07 00:00:00+00:00,251JE_248KA,0.2376459583333337,0.296173668782908,2021
