,TIME,STUWVAK,VERSCHIL,Q
345,2018-07-04T00:00:00Z,104B_104OYE,0.1528436875,0.2060770845833333
346,2018-07-05T00:00:00Z,104B_104OYE,0.1523689416666667,0.21417760375
347,2018-07-06T00:00:00Z,104B_104OYE,0.1117916833333333,0.0997427083333333
348,2018-07-07T00:00:00Z,104B_104OYE,0.1360521166666667,0.1867208333333333
349,2018-07-08T00:00:00Z,104B_104OYE,0.1375833249999999,0.1919885399999999
350,2018-07-09T00:00:00Z,104B_104OYE,0.1606666541666665,0.1935510408333333
351,2018-07-10T00:00:00Z,104B_104OYE,0.1481874666666665,0.18364479125
352,2018-07-11T00:00:00Z,104B_104OYE,0.1597188166666667,0.1769177083333333
353,2018-07-12T00:00:00Z,104B_104OYE,0.1462708875000001,0.1478437501666666
354,2018-07-13T00:00:00Z,104B_104OYE,0.1350937833333334,0.1295708325
355,2018-07-14T00:00:00Z,104B_104OYE,0.1365958249999999,0.1361093733333333
356,2018-07-15T00:00:00Z,104B_104OYE,0.1351666624999998,0.1430249995833333
357,2018-07-16T00:00:00Z,104B_104OYE,0.12613535,0.1488729158333333
358,2018-07-17T00:00:00Z,104B_104OYE,0.1210728833333333,0.1397197916666666
359,2018-07-18T00:00:00Z,104B_104OYE,0.1183541249999999,0.1322249989166666
360,2018-07-19T00:00:00Z,104B_104OYE,0.1113854125000001,0.1270916666666666
361,2018-07-20T00:00:00Z,104B_104OYE,0.0999687833333334,0.0722885412904166
362,2018-07-21T00:00:00Z,104B_104OYE,0.1057395666666666,0.0645395837083333
363,2018-07-22T00:00:00Z,104B_104OYE,0.1056562333333333,0.0786468753333333
364,2018-07-23T00:00:00Z,104B_104OYE,0.1033124541666667,0.0722625001666666
365,2018-07-24T00:00:00Z,104B_104OYE,0.09997915,0.0708270833333333
366,2018-07-25T00:00:00Z,104B_104OYE,0.1077396166666667,0.0765895833333333
367,2018-07-26T00:00:00Z,104B_104OYE,0.1028853583333332,0.081573959
368,2018-07-27T00:00:00Z,104B_104OYE,0.1084981999999999,0.0994784970833333
369,2018-07-28T00:00:00Z,104B_104OYE,0.1048229875,0.0919614590416666
370,2018-07-29T00:00:00Z,104B_104OYE,0.1241249499999999,0.1494229158333333
371,2018-07-30T00:00:00Z,104B_104OYE,0.114310125,0.0851625
373,2018-08-01T00:00:00Z,104B_104OYE,0.1327813124999999,0.0809145833333333
374,2018-08-02T00:00:00Z,104B_104OYE,0.2186875833333333,0.3619947908333333
375,2018-08-03T00:00:00Z,104B_104OYE,0.1869791583333334,0.3055802091666666
376,2018-08-04T00:00:00Z,104B_104OYE,0.1522603708333333,0.2445124970833333
377,2018-08-05T00:00:00Z,104B_104OYE,0.1638333166666665,0.2503572891666666
378,2018-08-06T00:00:00Z,104B_104OYE,0.1699308083333333,0.2422362479166666
379,2018-08-07T00:00:00Z,104B_104OYE,0.1478541041666665,0.1835291670833333
380,2018-08-08T00:00:00Z,104B_104OYE,0.1894688458333334,0.1704864575
381,2018-08-09T00:00:00Z,104B_104OYE,0.4023958583333332,0.80753542375
382,2018-08-10T00:00:00Z,104B_104OYE,0.3809703749999999,0.6728581841666667
383,2018-08-11T00:00:00Z,104B_104OYE,0.2963520666666666,0.4631758345833333
384,2018-08-12T00:00:00Z,104B_104OYE,0.2686438083333334,0.3875333341666667
385,2018-08-13T00:00:00Z,104B_104OYE,0.2928463958333334,0.4913200029166666
386,2018-08-14T00:00:00Z,104B_104OYE,0.3248749458333333,0.5485031270833334
387,2018-08-15T00:00:00Z,104B_104OYE,0.2626875083333332,0.5029822916666666
388,2018-08-16T00:00:00Z,104B_104OYE,0.2499666833333332,0.4814727091666667
389,2018-08-17T00:00:00Z,104B_104OYE,0.3181052291666668,0.4889839595833333
390,2018-08-18T00:00:00Z,104B_104OYE,0.2903496625,0.4121104158333333
391,2018-08-19T00:00:00Z,104B_104OYE,0.2781021125000001,0.4039587483333333
392,2018-08-20T00:00:00Z,104B_104OYE,0.2869583333333333,0.3989510416666667
393,2018-08-21T00:00:00Z,104B_104OYE,0.2891727708333333,0.3952892125
394,2018-08-22T00:00:00Z,104B_104OYE,0.2825407083333333,0.39933952
395,2018-08-23T00:00:00Z,104B_104OYE,0.2595531791666667,0.3912958333333333
396,2018-08-24T00:00:00Z,104B_104OYE,0.2645312874999999,0.3752125008333333
397,2018-08-25T00:00:00Z,104B_104OYE,0.2852187791666667,0.3807291658333333
398,2018-08-26T00:00:00Z,104B_104OYE,0.3140833708333332,0.4138906266666666
399,2018-08-27T00:00:00Z,104B_104OYE,0.2558958833333332,0.3474416666666666
400,2018-08-28T00:00:00Z,104B_104OYE,0.2716080416666665,0.3170185749999999
